tweet_id,username,created_at,tweet,retweet_count,place,location
16964,MEastMatters,"2021-01-06 15:30:03","In Covid-19 vaccine race, Palestinians are left out in the cold https://t.co/OA7AC5O0qX https://t.co/mXoEEcRrOw",0,NULL,"Paris, France"
16965,CoreyDavis6abc,"2021-01-06 15:30:04","#VACCINE:
So far roughly 200 Philadelphia fire medics and EMT’s have been offered the #covid vaccine, but only half… https://t.co/BDQr7ZUO6D",0,"United States","Philadelphia, PA"
16966,UTSWInternalMed,"2021-01-06 15:30:04","@DrQuinnCapers4 also talked to NBC5 DFW about the COVID-19 vaccine and the Black community's hesitation to receive… https://t.co/ZrxiA1wJL0",0,NULL,"Dallas, TX"
16967,RoyButta,"2021-01-06 15:30:04","Cuomo and de Blasio’s deadly failure on the COVID-19 vaccine: Goodwin  https://t.co/s4obqr09PK",0,NULL,"United States "
16968,BravoWell,"2021-01-06 15:30:05","While there is hope for the vaccine to help control the COVID-19 pandemic, supply is limited at the moment. Protect… https://t.co/pJ83AK5i5E",0,NULL,"Cleveland, Ohio "
16969,BxHernandez711,"2021-01-06 15:30:05","RT @latimes: The compressor on a freezer storing hundreds of doses of the Moderna COVID-19 vaccine had stopped working.

With the minutes t…",0,NULL,"Tampa, FL"
16970,Sammylikestrou1,"2021-01-06 15:30:05","RT @Red2578: @WalshFreedom Now watch how. 
1. Financial relief will pass
2. Science will matter
3. FBI will crack down on Militias 
4. Poli…",0,NULL,"Topeka, KS"
16971,wcti12,"2021-01-06 15:30:06","Onslow Memorial Hospital has transferred 120 vials of the Pfizer-BioNTech COVID-19 Vaccine to the Onslow County Hea… https://t.co/CQH8W2Ecii",0,NULL,"New Bern, NC"
16972,newyorkupstate,"2021-01-06 15:30:06","When can I get Covid-19 vaccine in New York? How to check your eligibility https://t.co/bR4X0g5WEi",0,NULL,"New York, USA"
16973,newsclickin,"2021-01-06 15:30:06","How COVID Vaccine Could Stop the Pandemic

https://t.co/ltJB7pFeCb",0,NULL,NULL
16974,vmrwanda,"2021-01-06 15:30:06","RT @Reuters: Moderna COVID-19 vaccine approved in Europe, Dutch play catch-up https://t.co/bKqXrbtUcK https://t.co/579FJPkapS",0,NULL,NULL
16975,AnnabelPerkin10,"2021-01-06 15:30:06","RT @BlueGaynor: A question that needs to be answered urgently.
A pharmacist can administer the flu vaccine but the government have refused…",0,NULL,NULL
16976,foxie2b,"2021-01-06 15:30:06","RT @AgentP22: Hospital staff today had to queue for 3 hours to get their covid jab. Outside and around the hospital.

Freeman really is tot…",0,NULL,NULL
16977,waitwhatplease,"2021-01-06 15:30:06","RT @MissLeslieG: A fun thing about living in L.A. right now is it is the worst Covid hotspot in the world and there is ZERO leadership, we…",0,NULL,"Miami, FL"
16978,Vicadvocate,"2021-01-06 15:30:07","The rollout of the COVID-19 vaccine is underway in the Crossroads. Here's who to call for more information in your… https://t.co/BbVR4dXJ4O",0,NULL,"Victoria, TX USA"
16979,shay12xo,"2021-01-06 15:30:07","RT @obviouslyfaith: The man who lied to his entire state by saying COVID isn’t dangerous &amp; that masks aren’t necessary???? That same man is…",0,NULL,NULL
16980,rebeccaaacastro,"2021-01-06 15:30:07","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
16981,beaquf,"2021-01-06 15:30:08","RT @dwnews: BREAKING: The European Medicines Agency has recommended Moderna's COVID-19 vaccine for conditional market authorization.

https…",0,NULL,"Aluche, Madrid"
16982,susi_d,"2021-01-06 15:30:08","RT @canadiancarol1: France 24 news - EU's Covid 19 vaccine roll out in chaos.  Have run out of vaccine.  Still think the UK is terrible?",0,NULL,NULL
16983,MacWreg,"2021-01-06 15:30:09","RT @doctor_oxford: GPs up and down the country are desperate to start vaccinating their patients - yet cannot, because *even while* @BorisJ…",0,NULL,NULL
16984,AliceMcKimSJ,"2021-01-06 15:30:09","RT @BrianCormier: What a cruel tweet. So Trumpian. We should allow COVID-19 to run rampant through prisons? How does that help ANYONE? Even…",0,NULL,"Wolastoqiyik Territory"
16985,notkimbosliced,"2021-01-06 15:30:09","People will eat this and then question whats in the covid vaccine",0,NULL,NULL
16986,sciEntIst_iL,"2021-01-06 15:30:12","RT @robin_shattock: https://t.co/1S0VEcxJKD
This is a well balanced piece that indicates the potential pitfalls of delaying the second dose…",0,NULL,London
16987,FarmAid,"2021-01-06 15:30:12","Unconscionable and reckless https://t.co/9ORD83h33r",0,NULL,"Cambridge, MA"
16988,NEECCG,"2021-01-06 15:30:12","RT @EssexPH: ⚠️Please be aware of scammers pretending to be NHS and the Government. 

The NHS and UK_GOV will never ask you for payment det…",0,NULL,Essex
16989,charmi_83944,"2021-01-06 15:30:12","RT @IHATETROLLS4: This is what we need to see! Government answering to the public about what they have been doing to secure the vaccine. Li…",0,NULL,NULL
16990,Verywell,"2021-01-06 15:30:12","Front-runner injectable COVID-19 vaccines, such as the Pfizer-BioNTech and Moderna vaccines currently being distrib… https://t.co/BcMvACrca3",0,NULL,"New York City"
16991,spaceboundiza,"2021-01-06 15:30:13","RT @quintabrunson: malls are open.",0,NULL,"Los Angeles, CA"
16992,perlahe31,"2021-01-06 15:30:13","Denying a vaccine to the people that have been working tirelessly during a fucking pandemic just shows what kind of… https://t.co/h4MDJGkSHP",0,NULL,"Omaha, NE"
16993,OTSociety,"2021-01-06 15:30:13","Safety and Efficacy of the BNT162b2 mRNA Covid-19 Vaccine

$BNTX 
$MRNA #Covid #COVID19
@BeAScientist @CureVacAG… https://t.co/JJrb2fuIXY",0,NULL,"San Diego, CA"
16994,RyanHealthNYC,"2021-01-06 15:30:13","Watch as Ryan Chelsea-Clinton Assistant Director of HIV and Addiction Services Marlene Taylor, PA-C receives the CO… https://t.co/Irc1DjznZO",0,NULL,"New York, NY"
16995,PCInewsofficial,"2021-01-06 15:30:13","The country is now in advanced stages of negotiations with six #Covid-19 #vaccine developers as it eyes to close de… https://t.co/GBaiGuq7PB",0,NULL,"Vancouver, British Columbia"
16996,Godmaid27Sharon,"2021-01-06 15:30:13","RT @DMR09: Can @staceyabrams head up COVID-19 vaccine distribution now? 

While she’s saving democracy, can she literally save lives, too?",0,NULL,"Florida "
16997,PilotDarwin_,"2021-01-06 15:30:13","RT @quintabrunson: malls are open.",0,NULL,NULL
16998,mat,"2021-01-06 15:30:16","How Many People Have Gotten A COVID-19 Vaccine? Track It With These Charts And Maps.  https://t.co/igc5UrPRQP via @paldhous",0,NULL,"San Francisco, CA"
16999,tink_240,"2021-01-06 15:30:16","@GovernorVA @VDHgov @VDHCommissioner  WHEN will Virginians understand the vaccine rollout? I have a Covid negative… https://t.co/HyovYPYNGm",0,NULL,Mid-Atlantic
17000,happyfinko,"2021-01-06 15:30:17","RT @MrStache9: When did Trudeau say that murderers will get shots before seniors. Post the video.",0,NULL,Canada
17001,aliciakennedy,"2021-01-06 15:30:17","RT @therecount: Gov. Ricketts (R-NE) says undocumented workers at meatpacking plants will not be eligible to receive the COVID vaccine.

Th…",0,NULL,"San Juan / New York"
17002,NorfolkPolfed,"2021-01-06 15:30:18","“With the virus spreading at an exponential rate across the county of Norfolk and all over the country, we need to… https://t.co/Uuik8Gq482",0,NULL,"Norwich, England"
17003,MarwaaDiab,"2021-01-06 15:30:18","RT @PJOnline_News: BREAKING

The government has signed up “hundreds” of community pharmacies to deliver the COVID-19 vaccine to patients in…",0,NULL,NULL
17004,BabaluBloggers,"2021-01-06 15:30:18","Cubans being used as guinea pigs by Iran to test Chinese COVID vaccine  https://t.co/t751pb9tlZ https://t.co/a3jc1zOkkl",0,NULL,"Miami, Florida"
17005,The_Buffer,"2021-01-06 15:30:18","RT @BBCNews: Fraudsters are sending out fake texts offering a Covid vaccine in an attempt to steal personal and financial information, poli…",0,NULL,NULL
17006,CBCNews,"2021-01-06 15:30:18","#Analysis: Optimism that the early arrival of a vaccine meant that the global economy would be out of the woods in… https://t.co/No7H1IWpQc",0,NULL,Canada
17007,scotteblog,"2021-01-06 15:30:19","RT @riccimike: Today, Maryland is reporting 9,815 new #COVID vaccinations, for a cumulative total of 86,733. 

Note that through our dashbo…",0,NULL,"Columbia, MD"
17008,MobilePunch,"2021-01-06 15:30:19","COVID-19 vaccine shouldn’t overshadow observance of protocols – CMD https://t.co/jlAnE3lFcH",0,NULL,"Lagos, Nigeria"
17009,E__Strobel,"2021-01-06 15:30:20","RT @ellencarmichael: Hey @LADeptHealth, why has Louisiana only administered 24.5% of its existing COVID-19 vaccine supply (56,452 out of 23…",0,NULL,"Rocket City"
17010,bobwiggin,"2021-01-06 15:30:20","UK Parliament: 2nd Covid Vaccine should be 21 /28 Days NOT 12 Weeks. Challenge the U​.​K. Government! - Sign the Pe… https://t.co/wbPw4mKvI8",0,NULL,Wolverhampton
17011,jalove55,"2021-01-06 15:30:20","RT @RealistLil: AND THIS IS THE COUNTRY THAT WE LIVE IN! 
CRIMINALS GET VACCINATED BEFORE THE ELDERLY?",0,NULL,NULL
17012,AKMishr43183242,"2021-01-06 15:30:20","RT @Kaala_Nag: "Based on the feedback from the dry-run of vaccination drive, the health ministry is ready to introduce COVID-19 vaccine wit…",0,NULL,NULL
17013,sagewarner_,"2021-01-06 15:30:21","@81leeanne Hi Lee-Anne, I work in advocacy in D.C. My team and I are working to amplify trust in the COVID vaccine.… https://t.co/XMJ7G52IRN",0,NULL,"Washington, DC"
17014,HowieRegay,"2021-01-06 15:30:21","Large Numbers Of Health Care And Frontline Workers Are Refusing Covid-19 Vaccine https://t.co/F7x70b5dU0 https://t.co/3mPOG7nUBg",0,NULL,"Illinois, USA"
17015,Jose196410,"2021-01-06 15:30:21","RT @SkySportsPL: Tottenham have offered use of their stadium to the NHS as a potential venue for administering the Covid-19 vaccine.",0,NULL,NULL
17016,FleetwoodMax__,"2021-01-06 15:30:23","Go subscribe to my upcoming podcast for COVID-19 vaccine fast passes",0,NULL,"my own personal hell"
17017,AtlJewishTimes,"2021-01-06 15:30:23","The COVID-19 crisis does not end with the vaccine, but for those operating, working or residing in elder care facil… https://t.co/vLVITkw26C",0,NULL,Atlanta
17018,a_samapon,"2021-01-06 15:30:24","RT @Reuters: Moderna COVID-19 vaccine approved in Europe, Dutch play catch-up https://t.co/bKqXrbtUcK https://t.co/579FJPkapS",0,NULL,"Pathum Thani"
17019,sueonum,"2021-01-06 15:30:24","Quick! Get Neil Ferguson to do the mathematical models for the vaccine effects!",0,NULL,NULL
17020,HAS_veille,"2021-01-06 15:30:25","EMA recommends COVID-19 Vaccine Moderna for authorisation in the EU https://t.co/vcnKvchEUq",0,NULL,NULL
17021,AnthonyOkwuosa1,"2021-01-06 15:30:25","RT @aproko_doctor: You and Bartholomeus in my latest video have a lot in common https://t.co/5RaURfChF3",0,NULL,NULL
17022,jgraddon,"2021-01-06 15:30:25","RT @irenegarth1946: Liam Fox HoC: "As practicing doctor volunteered to administer vaccine. Why was I asked to complete courses on Conflict…",0,NULL,"St Pierre de Jards, France"
17023,littlebakesni,"2021-01-06 15:30:27","RT @AllisonMorris1: PSNI warn of a new phishing text message scam circulating telling people they are ‘eligible’ for the Covid 19 vaccinati…",0,NULL,"Northern Ireland"
17024,etina42,"2021-01-06 15:30:28","RT @JosephNSanberg: We Californians deserve and demand an answer to this Covid question:

Why are so many people getting their vaccine righ…",0,NULL,"Seymour, tn"
17025,LeeC2030,"2021-01-06 15:30:28","@Heachy_1979 It has always been about the vaccine. They say we will not go back to normal until we have all had one… https://t.co/MG4HZURsN1",0,NULL,NULL
17026,noush555,"2021-01-06 15:30:29","RT @GreenPartyMolly: UK vaccine prioritization is based entirely on clinical risk

But those most likely to catch and spread Covid are fron…",0,NULL,Remainia
17027,gintokwa,"2021-01-06 15:30:29","RT @ifyouseekkae: What are they distracting us from:

1) vaccine smuggling
2) POGO workers getting vaccine ahead of our healthcare workers…",0,NULL,HAUS/LIKHA
17028,BasqueLondon,"2021-01-06 15:30:30","RT @talkRADIO: Julia asks Nadhim Zahawi, Minister for Covid Vaccine Deployment, if there "is there any reason why all restrictions should n…",0,NULL,Idiocracyland
17029,saeckart53,"2021-01-06 15:30:30","RT @Reuters: Moderna COVID-19 vaccine approved in Europe, Dutch play catch-up https://t.co/bKqXrbtUcK https://t.co/579FJPkapS",0,NULL,NULL
17030,exmouthchamber,"2021-01-06 15:30:30","RT @StopSMECrime: Don't do it - don't share your personal or bank account/card details. COVID SCAMS CONTINUE - you will be contacted for yo…",0,NULL,"Exmouth, Devon, UK"
17031,David_J_Bond,"2021-01-06 15:30:30","RT @David_J_Bond: Hear, hear!

Instead of knocking our government at every opportunity, we should be  proud of our country's achievements.…",0,NULL,"Cheshire born, bred and proud!"
17032,TrillAngelo,"2021-01-06 15:30:31","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
17033,_ErraticUnicorn,"2021-01-06 15:30:31","RT @therecount: Gov. Ricketts (R-NE) says undocumented workers at meatpacking plants will not be eligible to receive the COVID vaccine.

Th…",0,NULL,"Atlanta, GA"
17034,MenaBurke,"2021-01-06 15:30:31","This is beyond disgraceful. But yeah, not surprising the wealthy use their money &amp; connections to shove the infirm… https://t.co/cYJDASenlK",0,NULL,"In a place"
17035,SunilMisra20,"2021-01-06 15:30:32","RT @AadeshRawal: Zee reporter who takes Covaxin on Tuesday , complains of fever &amp; stiffness in hands. 

https://t.co/3Ov4vOFTNI",0,NULL,NULL
17036,ChiamakaObi,"2021-01-06 15:30:32","RT @AJEnglish: Various COVID-19 vaccines manufactured in different parts of the world are now available.

For more on Global COVID vaccine…",0,NULL,"Abuja, Nigeria"
17037,DailySabah,"2021-01-06 15:30:32","3 inactive vaccine candidates for #COVID19 developed by scientists in Turkey move closer to human trials
https://t.co/m9lVCFvGn8",0,NULL,Istanbul
17038,MiddleEastEye,"2021-01-06 15:30:32",""Though Israel is the occupying power in the West Bank and Gaza and, as such, has responsibility for the Palestinia… https://t.co/lUKzMwo7yS",0,NULL,NULL
17039,EveningExpress,"2021-01-06 15:30:33","Boris Johnson says 'there would be no Covid vaccine' in independent Scotland https://t.co/0PSF63wpcX https://t.co/eM6d2lNIx3",0,NULL,"Aberdeen, Scotland"
17040,ifepe73119,"2021-01-06 15:30:33","RT @bookofoursjulie: Your entire life now is wrapped around COVID narrative. New cases. New variants. New lockdown. New release. New vaccin…",0,NULL,NULL
17041,pedrogois,"2021-01-06 15:30:33","RT @fibke: Vaccine nationalism 1/3

Should we first vaccinate rich countries, including through changing/reducing/delaying doses?

OR

Shou…",0,NULL," Coimbra & Porto (Portugal)"
17042,Chandra_eunbi,"2021-01-06 15:30:34","RT @Reuters: Moderna COVID-19 vaccine approved in Europe, Dutch play catch-up https://t.co/bKqXrbtUcK https://t.co/579FJPkapS",0,NULL,NULL
17043,LiseTousignant,"2021-01-06 15:30:34","RT @mtlgazette: Quebec reports 2,508 new COVID-19 cases, 62 more deaths https://t.co/wcsZDokmNC https://t.co/m1uJUfvgZF",0,NULL,NULL
17044,TheAsiaGroup,"2021-01-06 15:30:34","According to initial data, Singapore's economy contracted by 5.8% in 2020, the worst recession the country has seen… https://t.co/HA1l2x8Smp",0,NULL,"Washington, DC"
17045,_smhj,"2021-01-06 15:30:34","Sign me up",0,NULL,NULL
17046,Beeingabout,"2021-01-06 15:30:34","RT @steve_r76: Please #NHS can 2021 be the year we stop using terms like 'frontline', 'clinical', 'non-clincial' &amp; 'Band x'. One of the man…",0,NULL,Harrogate
17047,SDM_Overtime,"2021-01-06 15:30:34","The #Blitz: Low #COVID Transmission Risk in Indoor Gyms | First Beneficiaries of the Vaccine Will Be Events for Vul… https://t.co/Y3ZtiDP4ls",0,NULL,"Birmingham, AL"
17048,JeffCoHealthMO,"2021-01-06 15:30:34","Facebook LIVE tonight at 5pm. We will be focusing on COVID-19 vaccine updates and addressing questions. If you have… https://t.co/wFDixhfSFv",0,NULL,"Jefferson County, Missouri"
17049,wealdengirl,"2021-01-06 15:30:35","And Alastair Haimes's article didn't help much, did it? There is no evidence that lockdowns saves lives, or that th… https://t.co/WeHrwJOk5h",0,NULL,"East Sussex"
17050,ImmunizeOrg,"2021-01-06 15:30:34","IAC Express # 1,543: IAC launches new COVID-19 vaccine web pages. CDC updates clinical considerations for mRNA vacc… https://t.co/98vCCWqqQ8",0,NULL,"St. Paul, MN 55114"
17051,ShujaatAhmad23,"2021-01-06 15:30:36","RT @dszeligowski: EU Member States which asked the Commission to help the Eastern Partnership countries get COVID-19 vaccine (HT @RikardJoz…",0,NULL,"Istanbul | Glasgow"
17052,spoticusthe,"2021-01-06 15:30:36","RT @ellencarmichael: Hey @LADeptHealth, why has Louisiana only administered 24.5% of its existing COVID-19 vaccine supply (56,452 out of 23…",0,NULL,"Texas, USA"
17053,NewYorkGOP,"2021-01-06 15:30:36","It's way past time to blow the lid off Cuomo's smoke and mirror show. He is hiding the vaccine stats because they a… https://t.co/VAwOeay1VR",0,NULL,"New York"
17054,Boyd_2650,"2021-01-06 15:30:36","RT @stephphilip8: "...MUSK SAYS NEITHER HE NOR HIS FAMILY
WILL TAKE COVID-19 VACCINE"
Musk: "It has diminished my faith in humanity…
The ir…",0,NULL,"Wylie, TX"
17055,LakesPlace,"2021-01-06 15:30:36","RT @JLCWood2017: Wow...now trying to set the table for “good thing we didn’t get all those vaccines eh”?",0,NULL,"Southern Western Alberta, "
17056,MB7Star,"2021-01-06 15:30:36","@WhichUk Advice - Protection from fraud",0,NULL,NULL
17057,dead_central,"2021-01-06 15:30:36","RT @PhantomPower14: Boris Johnson - If it were up to the SNP then there wouldn’t have been a single vaccine delivered in Scotland https://t…",0,NULL,"Edinburgh, Scotland"
17058,sontrasaari,"2021-01-06 15:30:37","RT @CNNOpinion: .@JillFilipovic writes that Florida Gov. Ron DeSantis' dodge on a Covid vaccine question is a sign of "cowardice. And he, a…",0,NULL,NULL
17059,kfdinews,"2021-01-06 15:30:37","Dr. Minns says more than 7,000 doses of the COVID-19 vaccine have been dispensed in Sedgwick County.   He said he h… https://t.co/O6MfkR2dRP",0,NULL,"Wichita, KS"
17060,HIPAAHughes,"2021-01-06 15:30:37","RT @miyashay: ICYM: My FAQ on #COVID19 vaccine availability in greater Houston &amp; how to find it!  https://t.co/04DnFWP6PV",0,NULL,"Houston, TX"
17061,GrayHall6abc,"2021-01-06 15:30:37","RT @PAHealthDept: Q: Will #COVID19 vaccination protect me from getting sick with COVID-19?

A: Yes! COVID-19 vaccine works by teaching your…",0,NULL,"Philadelphia, PA"
17062,DukeStateGovRel,"2021-01-06 15:30:38","RT @DukeHealth: Duke Health begins the 2nd round of the two-step Pfizer COVID-19 vaccine. The 1st recipient, Faye Williams, says she’s had…",0,NULL,"Durham, NC"
17063,themajidkhan,"2021-01-06 15:30:38","RT @SaketGokhale: Exclusive:

Mystery of Bharat Biotech's Phase 1&amp;2 Covid-19 vaccine trials:

Bharat Biotech registered its Phase 1&amp;2 trial…",0,NULL,"Baleshwar, India"
17064,SuperLouieeeee,"2021-01-06 15:30:38","RT @ronnrobby: Here’s the tea. I have a client who pre ordered COVID-19 vaccines and they offered to include me and my employees in the ord…",0,NULL,"Bulacan, Philippines"
17065,LouiseMCullen,"2021-01-06 15:30:39","As of yesterday, more than 50,000 people have received their first dose of the Covid-19 vaccine, @RobinSwannMoH tel… https://t.co/EPl7yrlvWq",0,NULL,NULL
17066,TheDouglas1,"2021-01-06 15:30:39","He’s right, it’s not as if he was asked to fake Weapons of Mass distraction or start and illegal war.. glass houses… https://t.co/e5ce8IvYgb",0,NULL,Scotland
17067,Tooyib,"2021-01-06 15:30:40","RT @OdunEweniyi: PG:

1)this is not very responsible reporting especially here where there’s already low trust for the vaccine.

2)the effi…",0,NULL,Florida|Toronto
17068,ArtyKoala,"2021-01-06 15:30:40","RT @johncraggsactor: UK Parliament: 2nd Covid Vaccine should be 21 /28 Days NOT 12 Weeks. Challenge the U​.​K. Government! - Sign the Petit…",0,NULL,"here,there,off planet"
17069,salsaverde81,"2021-01-06 15:30:41","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,Dallas2Seattle
17070,geraldgivensjr,"2021-01-06 15:30:42","RT @juliefornc: I'm getting a lot of questions about distribution of the COVID-19 vaccine in Wake County. Unfortunately, demand for the vac…",0,NULL,"Raleigh, NC"
17071,IdolismJ,"2021-01-06 15:30:42","@EnginoJuushichi I completely understand the concerns PoCs have against new medicine given the abuses done to them… https://t.co/AtorsyGttd",0,NULL,"Michigan, USA"
17072,pedrogois,"2021-01-06 15:30:43","RT @fibke: Vaccine nationalism 3/3

Same logic applies to the idea of changing/reducing/delaying doses (which may be premature, see below).…",0,NULL," Coimbra & Porto (Portugal)"
17073,CalameDiana,"2021-01-06 15:30:43","RT @ConnieSchultz: They never run out of ways to abuse the most vulnerable of our fellow humans. This is barbaric. https://t.co/jnTHyAVqxH",0,NULL,"Fredericksburg, VA via Oceanside NY"
17074,AnneWillis58,"2021-01-06 15:30:43","UK Parliament: 2nd Covid Vaccine should be 21 /28 Days NOT 12 Weeks. Challenge the U​.​K. Government! https://t.co/zCZ6FvNdqT via @UKChange",0,NULL,NULL
17075,ogjustino,"2021-01-06 15:30:44","Dentist: "What fluoride flavor do you want?"
Everyone: "Mint please"
Dentist:",0,NULL,"Long Island, New York"
17076,WannellMrs,"2021-01-06 15:30:44","@sassystaffie @susannareid100 @GMB Exactly!!! Pity these "journalists" don't do a decent day's work in a GP surgery… https://t.co/BkzD1P7HKk",0,NULL,"Exeter, UK"
17077,The50FTQueeny,"2021-01-06 15:30:45","RT @alanferrier: Tories: "Stop politicising the pandemic!"
Also Tories:
https://t.co/s5d9sCqp2K",0,NULL,"Scotland. Not uKOK."
17078,SovereignAnnie,"2021-01-06 15:30:45","RT @sblack505: Meanwhile, Scottish hospitals are gearing up to take COVID patients from England, as they have run out of ICU beds down ther…",0,NULL,NULL
17079,snap_oout_of_it,"2021-01-06 15:30:45","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,"San Marcos, TX"
17080,mesyedsalu,"2021-01-06 15:30:46","RT @ndtv: Watch | Ahead Of #CovidVaccine Roll Out, Second Dry Run To Take Place On Friday https://t.co/uUepVciu98 https://t.co/rfApbsGhLu",0,NULL,Bengaluru
17081,Prabhas64,"2021-01-06 15:30:46","RT @ndtv: Watch | Ahead Of #CovidVaccine Roll Out, Second Dry Run To Take Place On Friday https://t.co/uUepVciu98 https://t.co/rfApbsGhLu",0,NULL,NULL
17082,agbudeufuoma,"2021-01-06 15:30:46","RT @CombatASemitism: In recent days, Israel has been falsely blamed for excluding the Palestinians from COVID-19 vaccines. Spreading these…",0,NULL,"Warri Nigeria"
17083,pgrahammtl,"2021-01-06 15:30:46","RT @ReutersUK: WHO recommends two doses of Pfizer COVID-19 vaccine within 21-28 days https://t.co/k1yxBRQ86b https://t.co/C0NFqqh96o",0,NULL,Montreal
17084,TwpofHopewellNJ,"2021-01-06 15:30:47","Sign up now at https://t.co/hvUhtR6adp to pre-register and to determine your eligibility for the COVID-19 vaccine f… https://t.co/3ahIV1zAUD",0,NULL,"Hopewell Township, NJ"
17085,DrKatDuncan,"2021-01-06 15:30:48","RT @JillWeather: Alright y’all it’s time for COVID vaccine #2 live tweeting. I’m here @TexasChildrens who have already vaccinated over 8,00…",0,NULL,"Macon, GA"
17086,JohnCla999,"2021-01-06 15:30:48","@BarryMcAree Ironic that even today tweets from HSC still containing links to covid vaccine information which state… https://t.co/CuOy2LAtbl",0,NULL,"Northern Ireland"
17087,Blkgy,"2021-01-06 15:30:48","Let other people test that shit out first",0,NULL,Third
17088,AuFishy,"2021-01-06 15:30:48","RT @gary_weiss: A cancer patient I know on chemo---a retired Times reporter, ironically---is denied a #COVID shot. Meanwhile healthy people…",0,NULL,NULL
17089,fabii88_,"2021-01-06 15:30:49","RT @quintabrunson: malls are open.",0,NULL,NULL
17090,jakebyrnewrites,"2021-01-06 15:30:49","RT @farrahsafiakhan: People that are criminalized are often the most marginalized Canadians living in congregate settings. Yes, they should…",0,NULL,Tkaron:to
17091,nccdd,"2021-01-06 15:30:50","RT @CardinalIHS: The @nccdd and @NCDHHS are hosting webinars about the COVID-19 Vaccine. Learn about what we know and the phases of the vac…",0,NULL,"North Carolina"
17092,KyleNeddenriep,"2021-01-06 15:30:50","RT @mjslaby: The vaccine rollout is confusing, but this @srudavsky article helps: https://t.co/qTYVH3D22A",0,NULL,Indianapolis
17093,artmyth,"2021-01-06 15:30:51","Why this option wasn't "on the table" from the get go is another proof of #fordnations inept bungling in their fail… https://t.co/fYoDsytl5U",0,NULL,Canada
17094,stagerightgtr,"2021-01-06 15:30:51","RT @mariofusco: Here in Italy people started to share this figure claiming that this is the diagram of the 5G chip that has been inserted i…",0,NULL,"Nashville, TN"
17095,HaryaxPathak,"2021-01-06 15:30:51","RT @malini_aisola: This “exclusive” is totally inaccurate.

Please don’t go by information in the thread which is extremely poorly informed…",0,NULL,"Vadodara, Gujarat, India"
17096,BKidiyatar,"2021-01-06 15:30:51","RT @CMOGuj: India to start world’s biggest Covid-19 vaccination programme, says PM Modi; thanks scientists
https://t.co/vQXoKZBAHv 
via NaM…",0,NULL,"Mangol Gujrat"
17097,JillFilipovic,"2021-01-06 15:30:51","RT @CNNOpinion: .@JillFilipovic writes that Florida Gov. Ron DeSantis' dodge on a Covid vaccine question is a sign of "cowardice. And he, a…",0,NULL,"Brooklyn, NY"
17098,joanna92874072,"2021-01-06 15:30:52","RT @MrStache9: When did Trudeau say that murderers will get shots before seniors. Post the video.",0,NULL,"planet earth"
17099,asvp_ronron,"2021-01-06 15:30:53","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,"323 to the 909"
17100,CurveWhiplash,"2021-01-06 15:30:53","RT @ananavarro: Young, healthy Senator, who spoke at rallies packed w/thousands w/o masks, who supports Trump -who’s down-played COVID &amp; mo…",0,NULL,"Eureka, CA"
17101,IrishMECFSAssoc,"2021-01-06 15:30:53","RT @actionforme: Want to learn about Covid-19 vaccines? We regularly update our Covid-19 vaccine page on our website to make accessing info…",0,NULL,Ireland
17102,Stefan_Laurell,"2021-01-06 15:30:53","RT @starsandstripes: The European Union's medicines agency gave the green light Wednesday to Moderna Inc.'s COVID-19 vaccine, a decision th…",0,NULL,Sweden
17103,sinin95666,"2021-01-06 15:30:53","RT @AOC: Imagine being so racist that you go out of your way to ensure that the people who prepare *your* food are unvaccinated.",0,NULL,NULL
17104,BhriguSuraj,"2021-01-06 15:30:53","RT @BillGates: It’s great to see India’s leadership in scientific innovation and vaccine manufacturing capability as the world works to end…",0,NULL,"Forest "
17105,kylelady,"2021-01-06 15:30:54","truly vile",0,NULL,"Ann Arbor"
17106,vonfutch,"2021-01-06 15:30:56","RT @JosephNSanberg: We Californians deserve and demand an answer to this Covid question:

Why are so many people getting their vaccine righ…",0,NULL,USA
17107,1_pye,"2021-01-06 15:30:56","RT @cnnbrk: The European Medicines Agency recommends granting a conditional marketing authorization for Moderna's Covid-19 vaccine, paving…",0,NULL,"Scotland, United Kingdom"
17108,albertitekena,"2021-01-06 15:30:57","If Nigeria finally gets the covid-19 vaccine, it will end up in the store-houses of our Politicians. The Presidency… https://t.co/dcJa7KXuFl",0,NULL,"Twitter Addict "
17109,happygallll,"2021-01-06 15:30:57","i got 99 problems and this mf covid vaccine could solve at least 177 of them.",0,NULL,"Tartarus ◦ 15yo"
17110,ViFeelings,"2021-01-06 15:30:57","RT @ifyouseekkae: What are they distracting us from:

1) vaccine smuggling
2) POGO workers getting vaccine ahead of our healthcare workers…",0,NULL,NULL
